qid,docno,score,rank
37,173214,18.78125,89
37,173211,18.65625,90
37,173195,18.65625,91
37,176591,18.640625,92
37,175356,18.640625,93
37,116239,18.625,94
37,173141,18.625,95
37,173203,18.609375,96
37,54632,18.59375,97
37,173202,18.59375,98
37,173973,18.5625,99
38,124472,18.21875,0
38,128825,17.765625,1
38,124075,17.65625,2
38,128797,17.625,3
38,128854,17.578125,4
38,128800,17.578125,5
38,246315,17.390625,6
38,128802,17.296875,7
38,176186,17.21875,8
38,124966,17.1875,9
38,125832,17.140625,10
38,177003,17.109375,11
38,125817,17.109375,12
38,125725,17.109375,13
38,124677,17.09375,14
38,124727,17.09375,15
38,124030,17.09375,16
38,246319,17.09375,17
38,234673,17.09375,18
38,176751,17.078125,19
38,176828,17.078125,20
38,253185,17.0625,21
38,253809,17.0625,22
38,124367,17.0625,23
38,175091,17.046875,24
38,253797,17.046875,25
38,125762,17.03125,26
38,122695,17.03125,27
38,253808,17.03125,28
38,176803,17.03125,29
38,253094,17.015625,30
38,175761,17.015625,31
38,176772,17.0,32
38,176841,17.0,33
38,177235,16.984375,34
38,253798,16.984375,35
38,253127,16.984375,36
38,177214,16.96875,37
38,253810,16.953125,38
38,124031,16.953125,39
38,116988,16.921875,40
38,232643,16.921875,41
38,253795,16.90625,42
38,219122,16.90625,43
38,253582,16.890625,44
38,201615,16.8125,45
38,136408,16.796875,46
38,116987,16.765625,47
38,218918,16.703125,48
38,177844,16.6875,49
38,137624,16.671875,50
38,176919,16.640625,51
38,47174,16.625,52
38,136377,16.625,53
38,219170,16.625,54
38,239242,16.609375,55
38,136384,16.59375,56
38,176927,16.546875,57
38,121758,16.546875,58
38,173600,16.546875,59
38,136413,16.515625,60
38,239392,16.515625,61
38,136376,16.515625,62
38,220202,16.484375,63
38,176072,16.484375,64
38,85676,16.484375,65
38,135789,16.46875,66
38,136091,16.46875,67
38,176926,16.46875,68
38,132171,16.453125,69
38,175542,16.4375,70
38,176853,16.4375,71
38,176659,16.4375,72
38,20157,16.4375,73
38,136401,16.4375,74
38,232647,16.421875,75
38,136372,16.421875,76
38,62814,16.390625,77
38,129665,16.390625,78
38,136378,16.390625,79
38,116997,16.375,80
38,234651,16.359375,81
38,219053,16.359375,82
38,219530,16.359375,83
38,135721,16.34375,84
38,136524,16.34375,85
38,136275,16.34375,86
38,176570,16.3125,87
38,136205,16.3125,88
38,201639,16.28125,89
38,124454,16.28125,90
38,122973,16.28125,91
38,116993,16.265625,92
38,136449,16.265625,93
38,133156,16.265625,94
38,137284,16.25,95
38,201625,16.25,96
38,129667,16.25,97
38,174193,16.25,98
38,136412,16.25,99
39,119477,22.078125,0
39,173236,22.03125,1
39,173235,21.84375,2
39,174464,21.65625,3
39,173851,21.59375,4
39,176484,21.453125,5
39,173232,21.15625,6
39,174413,21.140625,7
39,177795,21.140625,8
39,175250,20.984375,9
39,173151,20.921875,10
39,175662,20.890625,11
39,173165,20.890625,12
39,173187,20.890625,13
39,175198,20.8125,14
39,173134,20.8125,15
39,173189,20.8125,16
39,124454,20.78125,17
39,174461,20.78125,18
39,173533,20.703125,19
39,173155,20.671875,20
39,175797,20.65625,21
39,173192,20.609375,22
39,173931,20.578125,23
39,218918,20.578125,24
39,55205,20.578125,25
39,173221,20.578125,26
39,173143,20.5625,27
39,176590,20.484375,28
39,173204,20.484375,29
39,122923,20.40625,30
39,175163,20.3125,31
39,239242,20.3125,32
39,122913,20.296875,33
39,173229,20.28125,34
39,175314,20.234375,35
39,176698,20.21875,36
39,173995,20.171875,37
39,175706,20.171875,38
39,174196,20.15625,39
39,173225,20.15625,40
39,55211,20.15625,41
39,174121,20.15625,42
39,174405,20.09375,43
39,175328,20.078125,44
39,56333,20.0625,45
39,174474,20.0625,46
39,174055,20.046875,47
39,137284,20.015625,48
39,174021,20.0,49
39,173600,19.953125,50
39,123964,19.953125,51
39,173191,19.9375,52
39,55209,19.921875,53
39,175279,19.875,54
39,173213,19.859375,55
39,174491,19.859375,56
39,175727,19.84375,57
39,54562,19.828125,58
39,175608,19.828125,59
39,54564,19.8125,60
39,173205,19.78125,61
39,175491,19.703125,62
39,54592,19.671875,63
39,253654,19.578125,64
39,54635,19.5625,65
39,174454,19.515625,66
39,175595,19.46875,67
39,175610,19.421875,68
39,173196,19.375,69
39,54618,19.375,70
39,173915,19.359375,71
39,175542,19.328125,72
39,174311,19.28125,73
39,218912,19.265625,74
39,124520,19.25,75
39,173203,19.046875,76
39,173167,19.046875,77
39,173215,19.03125,78
39,175216,18.9375,79
39,55210,18.890625,80
39,174494,18.890625,81
39,176591,18.84375,82
39,175243,18.8125,83
39,54548,18.78125,84
39,173139,18.75,85
39,174340,18.65625,86
39,54632,18.640625,87
39,173211,18.640625,88
39,173358,18.640625,89
39,136275,18.59375,90
39,173907,18.5625,91
39,174216,18.515625,92
39,176924,18.4375,93
39,176682,18.390625,94
39,136082,18.296875,95
39,175743,18.296875,96
39,173149,18.265625,97
39,174212,18.203125,98
39,124472,18.1875,99
40,173235,20.09375,0
40,173139,19.796875,1
40,173236,19.609375,2
40,175713,19.546875,3
40,173165,19.234375,4
40,176309,19.078125,5
40,173138,19.046875,6
40,173178,19.046875,7
40,176698,18.9375,8
40,54576,18.84375,9
40,175372,18.8125,10
40,173170,18.765625,11
40,173168,18.75,12
40,173166,18.703125,13
40,175175,18.671875,14
40,175308,18.671875,15
40,173171,18.515625,16
40,173226,18.453125,17
40,173145,18.4375,18
40,52555,18.4375,19
40,173211,18.359375,20
40,173133,18.296875,21
40,54578,18.28125,22
40,175149,18.125,23
40,253108,17.125,24
40,125520,17.109375,25
40,176098,17.109375,26
40,133156,17.09375,27
40,124367,17.015625,28
40,125832,17.015625,29
40,125725,16.984375,30
40,175091,16.984375,31
40,124727,16.96875,32
40,125762,16.96875,33
40,122695,16.96875,34
40,63057,16.9375,35
40,232926,16.9375,36
40,253808,16.9375,37
40,177003,16.921875,38
40,124030,16.921875,39
40,176828,16.90625,40
40,125817,16.90625,41
40,176751,16.890625,42
40,176772,16.890625,43
40,124677,16.890625,44
40,124966,16.890625,45
40,122030,16.890625,46
40,221669,16.875,47
40,176803,16.875,48
40,253127,16.875,49
40,253094,16.875,50
40,175761,16.875,51
40,125469,16.859375,52
40,253797,16.84375,53
40,253798,16.84375,54
40,176841,16.828125,55
40,177235,16.8125,56
40,253809,16.8125,57
40,253795,16.8125,58
40,233107,16.796875,59
40,253810,16.796875,60
40,253185,16.78125,61
40,177214,16.734375,62
40,128802,16.71875,63
40,174193,16.71875,64
40,246319,16.703125,65
40,124472,16.6875,66
40,218963,16.6875,67
40,136082,16.671875,68
40,174192,16.578125,69
40,128854,16.578125,70
40,124075,16.5625,71
40,128797,16.5625,72
40,174183,16.546875,73
40,128825,16.53125,74
40,124454,16.515625,75
40,128800,16.515625,76
40,173893,16.390625,77
40,120674,16.375,78
40,20157,16.359375,79
40,136408,16.34375,80
40,173894,16.328125,81
40,175695,16.328125,82
40,173183,16.296875,83
40,62814,16.25,84
40,173938,16.21875,85
40,176186,16.203125,86
40,218918,16.1875,87
40,175542,16.1875,88
40,128901,16.171875,89
40,176927,16.171875,90
40,173600,16.171875,91
40,176919,16.140625,92
40,173986,16.078125,93
40,175080,16.078125,94
40,177824,16.0625,95
40,137284,16.0625,96
40,239959,16.0625,97
40,253582,16.0,98
40,175622,16.0,99
41,176309,13.578125,0
41,175479,13.0,1
41,173235,12.859375,2
41,173166,12.796875,3
41,175221,12.7578125,4
41,54576,12.4609375,5
41,175241,12.453125,6
41,239957,12.34375,7
41,173236,12.3359375,8
41,175149,12.3125,9
41,175707,12.3125,10
41,175713,12.203125,11
41,175372,12.1953125,12
41,175709,12.1953125,13
41,175584,12.1640625,14
41,12030,12.15625,15
41,175623,12.15625,16
41,177796,12.15625,17
41,175729,12.125,18
41,192144,12.1015625,19
41,174401,12.1015625,20
41,175700,12.0859375,21
41,229279,12.0859375,22
41,176492,12.0390625,23
41,175242,12.015625,24
41,175598,11.984375,25
41,163591,11.9453125,26
41,54578,11.921875,27
41,230575,11.921875,28
41,55209,11.890625,29
41,175675,11.875,30
41,175175,11.8671875,31
41,230693,11.8671875,32
41,230802,11.8515625,33
41,175619,11.8203125,34
41,176919,11.796875,35
41,163998,11.796875,36
41,176525,11.7890625,37
41,70665,11.765625,38
41,173139,11.765625,39
41,177813,11.7265625,40
41,173211,11.7109375,41
41,193686,11.7109375,42
41,173898,11.6953125,43
41,175308,11.671875,44
41,128825,11.671875,45
41,173842,11.6484375,46
41,173226,11.640625,47
41,229316,11.640625,48
41,173165,11.640625,49
41,175703,11.640625,50
41,54605,11.6328125,51
41,128854,11.6171875,52
41,176714,11.609375,53
41,173903,11.6015625,54
41,173952,11.5859375,55
41,174381,11.578125,56
41,176698,11.5625,57
41,173178,11.546875,58
41,52555,11.546875,59
41,163596,11.5234375,60
41,174388,11.515625,61
41,175704,11.515625,62
41,173138,11.5078125,63
41,229317,11.4921875,64
41,128800,11.4921875,65
41,128797,11.484375,66
41,61386,11.46875,67
41,175430,11.453125,68
41,174404,11.4296875,69
41,176680,11.4296875,70
41,124075,11.4296875,71
41,175679,11.4140625,72
41,200857,11.3984375,73
41,12176,11.3984375,74
41,176720,11.3984375,75
41,174390,11.375,76
41,173992,11.34375,77
41,54621,11.3359375,78
41,177794,11.328125,79
41,128802,11.328125,80
41,230724,11.3203125,81
41,124472,11.3046875,82
41,173145,11.296875,83
41,175728,11.296875,84
41,175806,11.2734375,85
41,54547,11.2734375,86
41,173171,11.2578125,87
41,173168,11.2421875,88
41,173133,11.21875,89
41,175610,11.203125,90
41,173763,11.203125,91
41,174300,11.1953125,92
41,173839,11.1953125,93
41,174259,11.1953125,94
41,175324,11.1875,95
41,52999,11.1640625,96
41,175418,11.15625,97
41,246319,11.1484375,98
41,173170,11.140625,99
42,176309,20.140625,0
42,173235,19.875,1
42,173166,19.6875,2
42,173236,19.421875,3
42,175713,19.34375,4
42,173139,19.328125,5
42,173165,19.203125,6
42,173178,19.046875,7
42,54576,18.96875,8
42,173138,18.9375,9
42,175372,18.78125,10
42,173145,18.75,11
42,175149,18.71875,12
42,173226,18.703125,13
42,173133,18.671875,14
42,173211,18.640625,15
42,176698,18.625,16
42,175175,18.546875,17
42,173171,18.546875,18
42,173168,18.546875,19
42,52555,18.5,20
42,175308,18.484375,21
42,173170,18.390625,22
42,54578,18.203125,23
42,175479,17.03125,24
42,173903,16.71875,25
42,177796,16.484375,26
42,176525,16.40625,27
42,176492,16.359375,28
42,175241,16.296875,29
42,177813,16.28125,30
42,239957,16.109375,31
42,176919,16.046875,32
42,229279,16.0,33
42,12030,15.96875,34
42,175623,15.9296875,35
42,70665,15.9140625,36
42,175221,15.84375,37
42,230802,15.8203125,38
42,176714,15.8046875,39
42,175619,15.796875,40
42,229316,15.7734375,41
42,174259,15.7265625,42
42,125520,15.6953125,43
42,173936,15.65625,44
42,54605,15.6484375,45
42,230693,15.625,46
42,175704,15.609375,47
42,174388,15.6015625,48
42,52999,15.578125,49
42,233107,15.5703125,50
42,61386,15.5625,51
42,229317,15.5546875,52
42,175703,15.5546875,53
42,174404,15.53125,54
42,230724,15.5234375,55
42,133156,15.515625,56
42,253108,15.5078125,57
42,163998,15.5,58
42,175252,15.5,59
42,176098,15.5,60
42,230575,15.46875,61
42,175797,15.46875,62
42,63057,15.4609375,63
42,128913,15.453125,64
42,136413,15.453125,65
42,176680,15.4375,66
42,139368,15.4375,67
42,175679,15.4296875,68
42,175242,15.4296875,69
42,253808,15.4296875,70
42,193686,15.421875,71
42,163596,15.421875,72
42,176656,15.4140625,73
42,122695,15.4140625,74
42,163591,15.4140625,75
42,175584,15.390625,76
42,124472,15.390625,77
42,175707,15.3828125,78
42,176772,15.3828125,79
42,128802,15.3671875,80
42,173763,15.3671875,81
42,174401,15.359375,82
42,173839,15.3515625,83
42,246319,15.3515625,84
42,151079,15.34375,85
42,124075,15.34375,86
42,125762,15.3359375,87
42,54621,15.3359375,88
42,232926,15.328125,89
42,174135,15.328125,90
42,176960,15.3125,91
42,175728,15.3125,92
42,124367,15.3125,93
42,175091,15.3125,94
42,175080,15.3125,95
42,200857,15.3046875,96
42,173920,15.2890625,97
42,175430,15.2890625,98
42,176639,15.2890625,99
43,7926,11.1875,0
43,175160,10.9765625,1
43,7992,10.90625,2
43,9275,10.671875,3
43,8018,10.65625,4
43,7972,10.5,5
43,230575,8.7265625,6
43,230724,8.4375,7
43,234313,8.0390625,8
43,136250,7.96875,9
43,54545,7.95703125,10
43,233777,7.48046875,11
43,87984,7.40234375,12
43,1825,7.3828125,13
43,130149,7.34375,14
43,173222,7.30078125,15
43,21527,7.2734375,16
43,174295,7.234375,17
43,136082,7.22265625,18
43,191480,7.22265625,19
43,3111,7.22265625,20
43,234670,7.2109375,21
43,233628,7.13671875,22
43,136640,7.05859375,23
43,52713,7.0078125,24
43,234655,6.91015625,25
43,54643,6.90234375,26
43,176714,6.8984375,27
43,176564,6.87890625,28
43,175197,6.85546875,29
43,173843,6.8515625,30
43,239959,6.8203125,31
43,174175,6.77734375,32
43,176875,6.76171875,33
43,7725,6.7421875,34
43,122671,6.73046875,35
43,234238,6.73046875,36
43,130135,6.71484375,37
43,176648,6.69921875,38
43,136401,6.69140625,39
43,174232,6.6875,40
43,233107,6.671875,41
43,226952,6.66796875,42
43,116688,6.65625,43
43,136192,6.65625,44
43,115439,6.6015625,45
43,253815,6.578125,46
43,54640,6.57421875,47
43,227795,6.5703125,48
43,173190,6.546875,49
43,174204,6.5234375,50
43,175595,6.515625,51
43,125203,6.4921875,52
43,173143,6.48046875,53
43,174395,6.46875,54
43,175149,6.453125,55
43,53536,6.4453125,56
43,174002,6.421875,57
43,173171,6.421875,58
43,135686,6.40234375,59
43,116993,6.390625,60
43,234245,6.375,61
43,175406,6.36328125,62
43,175248,6.3515625,63
43,177829,6.3359375,64
43,232647,6.3359375,65
43,116997,6.3203125,66
43,9159,6.31640625,67
43,54612,6.3046875,68
43,7932,6.30078125,69
43,175138,6.29296875,70
43,210343,6.28515625,71
43,175811,6.28515625,72
43,54647,6.28125,73
43,54611,6.27734375,74
43,219123,6.27734375,75
43,175788,6.26953125,76
43,19961,6.265625,77
43,229324,6.25,78
43,173198,6.23828125,79
43,174510,6.23828125,80
43,106296,6.23828125,81
43,174075,6.22265625,82
43,218923,6.19921875,83
43,106590,6.18359375,84
43,174285,6.18359375,85
43,122030,6.16796875,86
43,175620,6.16796875,87
43,234635,6.1640625,88
43,173257,6.15234375,89
43,54587,6.1484375,90
43,52555,6.14453125,91
43,193686,6.1328125,92
43,175373,6.12890625,93
43,137905,6.1015625,94
43,233309,6.09765625,95
43,246319,6.08984375,96
43,232322,6.07421875,97
43,133156,6.05859375,98
43,140836,6.05859375,99
44,7992,11.640625,0
44,7926,11.515625,1
44,175160,11.3046875,2
44,8018,11.265625,3
44,7972,11.0,4
44,9275,10.78125,5
44,122671,10.3203125,6
44,174395,9.8984375,7
44,174075,9.4453125,8
44,176580,9.1796875,9
44,177840,9.1015625,10
44,230724,9.046875,11
44,176714,8.9375,12
44,174372,8.8203125,13
44,173992,8.6953125,14
44,54545,8.5,15
44,173410,8.3125,16
44,177799,8.3125,17
44,176495,8.2734375,18
44,175432,8.2578125,19
44,136250,8.21875,20
44,9176,8.1953125,21
44,230575,8.1328125,22
44,174295,8.078125,23
44,173533,8.0546875,24
44,174377,8.0546875,25
44,52167,7.98828125,26
44,175141,7.98046875,27
44,174136,7.890625,28
44,175771,7.87109375,29
44,174175,7.75,30
44,174171,7.71875,31
44,7725,7.69921875,32
44,173851,7.5859375,33
44,174352,7.51171875,34
44,173936,7.4921875,35
44,136192,7.46484375,36
44,175809,7.41015625,37
44,132746,7.40625,38
44,234313,7.38671875,39
44,175248,7.375,40
44,173143,7.3671875,41
44,174390,7.3515625,42
44,175163,7.33984375,43
44,1825,7.33203125,44
44,173222,7.30859375,45
44,60590,7.28125,46
44,175573,7.26953125,47
44,3111,7.26171875,48
44,175772,7.2578125,49
44,175406,7.203125,50
44,173840,7.203125,51
44,174285,7.1875,52
44,116688,7.1796875,53
44,175595,7.16796875,54
44,173257,7.15625,55
44,174232,7.15234375,56
44,174153,7.1484375,57
44,136082,7.1328125,58
44,175622,7.109375,59
44,174218,7.0859375,60
44,115439,7.07421875,61
44,119477,7.06640625,62
44,174002,6.98828125,63
44,177824,6.953125,64
44,175572,6.9375,65
44,122923,6.93359375,66
44,173722,6.91015625,67
44,175149,6.88671875,68
44,174204,6.88671875,69
44,174055,6.8828125,70
44,233107,6.87109375,71
44,55211,6.86328125,72
44,173843,6.85546875,73
44,174266,6.8515625,74
44,234245,6.81640625,75
44,176564,6.81640625,76
44,136401,6.80859375,77
44,233628,6.8046875,78
44,53536,6.78125,79
44,106296,6.7734375,80
44,173190,6.74609375,81
44,137905,6.7421875,82
44,130135,6.7421875,83
44,175788,6.72265625,84
44,125203,6.7109375,85
44,173904,6.6953125,86
44,232923,6.68359375,87
44,173839,6.6796875,88
44,175811,6.66015625,89
44,175275,6.64453125,90
44,122926,6.6171875,91
44,175795,6.609375,92
44,175620,6.60546875,93
44,54643,6.6015625,94
44,233777,6.5859375,95
44,173307,6.546875,96
44,174051,6.53515625,97
44,229324,6.48828125,98
44,174118,6.48828125,99
45,7926,10.8515625,0
45,175160,10.796875,1
45,7992,10.3125,2
45,8018,9.984375,3
45,9275,9.71875,4
45,7972,9.6015625,5
45,136250,8.7109375,6
45,54545,8.15625,7
45,174295,7.98046875,8
45,176714,7.84765625,9
45,173143,7.7421875,10
45,174285,7.71875,11
45,175595,7.69921875,12
45,1825,7.6796875,13
45,175248,7.65625,14
45,230724,7.62890625,15
45,174175,7.515625,16
45,173843,7.46875,17
45,136082,7.45703125,18
45,173190,7.43359375,19
45,173257,7.40625,20
45,175149,7.40625,21
45,173249,7.375,22
45,173976,7.2890625,23
45,3111,7.27734375,24
45,230575,7.26953125,25
45,173977,7.26953125,26
45,173904,7.25,27
45,234313,7.24609375,28
45,173171,7.24609375,29
45,135686,7.2265625,30
45,233628,7.21484375,31
45,173414,7.21484375,32
45,122671,7.19140625,33
45,136401,7.18359375,34
45,175373,7.16015625,35
45,53536,7.15625,36
45,174248,7.12890625,37
45,125203,7.12109375,38
45,173222,7.12109375,39
45,173198,7.12109375,40
45,233777,7.11328125,41
45,175788,7.09375,42
45,174055,7.0625,43
45,54643,7.04296875,44
45,234670,7.01953125,45
45,174204,7.015625,46
45,115439,7.0,47
45,218923,6.984375,48
45,175572,6.9609375,49
45,175620,6.953125,50
45,174232,6.93359375,51
45,116688,6.93359375,52
45,175811,6.8984375,53
45,115444,6.8828125,54
45,136192,6.87890625,55
45,234655,6.859375,56
45,174243,6.83984375,57
45,175844,6.8359375,58
45,135721,6.83203125,59
45,173840,6.828125,60
45,175842,6.82421875,61
45,175280,6.8203125,62
45,54612,6.8125,63
45,175843,6.7890625,64
45,174075,6.76953125,65
45,7725,6.7578125,66
45,175308,6.7578125,67
45,175375,6.75,68
45,218920,6.73046875,69
45,54611,6.7265625,70
45,174071,6.71484375,71
45,136377,6.67578125,72
45,174298,6.671875,73
45,137905,6.6640625,74
45,175446,6.6484375,75
45,118871,6.62890625,76
45,233107,6.6171875,77
45,219145,6.61328125,78
45,174002,6.578125,79
45,54640,6.57421875,80
45,54587,6.57421875,81
45,174249,6.5625,82
45,175625,6.55859375,83
45,115317,6.54296875,84
45,122030,6.51953125,85
45,173959,6.515625,86
45,175769,6.51171875,87
45,174389,6.51171875,88
45,177824,6.50390625,89
45,175155,6.50390625,90
45,54647,6.49609375,91
45,133156,6.48828125,92
45,174118,6.48828125,93
45,173960,6.47265625,94
45,175281,6.453125,95
45,174395,6.4453125,96
45,175406,6.41796875,97
45,176098,6.39453125,98
45,174178,6.37109375,99
46,176919,21.234375,0
46,176309,21.140625,1
46,173952,20.90625,2
46,176684,20.78125,3
46,173789,20.765625,4
46,122436,20.703125,5
46,230693,20.609375,6
46,175850,20.546875,7
46,192801,20.515625,8
46,174388,20.5,9
46,176650,20.453125,10
46,177853,20.4375,11
46,174404,20.390625,12
46,138102,20.375,13
46,175162,20.375,14
46,135786,20.34375,15
46,175447,20.171875,16
46,174052,20.09375,17
46,173954,20.09375,18
46,175439,20.03125,19
46,54602,19.984375,20
46,174510,19.984375,21
46,173443,19.953125,22
46,175241,19.796875,23
46,174374,19.765625,24
46,175379,19.703125,25
46,177824,19.6875,26
46,115322,19.40625,27
46,54604,19.34375,28
46,173840,18.734375,29
46,173839,18.671875,30
46,173600,18.671875,31
46,175156,18.625,32
46,174055,18.53125,33
46,174481,18.53125,34
46,174494,18.515625,35
46,174505,18.515625,36
46,174394,18.5,37
46,173259,18.484375,38
46,174504,18.4375,39
46,175699,18.4375,40
46,173236,18.40625,41
46,175326,18.40625,42
46,173769,18.34375,43
46,174515,18.3125,44
46,173235,18.28125,45
46,122671,18.265625,46
46,173158,18.265625,47
46,175076,18.25,48
46,115317,18.203125,49
46,7725,18.203125,50
46,232597,18.140625,51
46,175317,18.140625,52
46,125203,18.109375,53
46,150183,18.0625,54
46,177837,18.015625,55
46,174231,18.015625,56
46,136408,17.96875,57
46,173307,17.96875,58
46,175669,17.96875,59
46,173848,17.953125,60
46,176661,17.9375,61
46,174474,17.890625,62
46,63057,17.84375,63
46,115626,17.78125,64
46,128913,17.75,65
46,124472,17.734375,66
46,150202,17.71875,67
46,133156,17.671875,68
46,175307,17.671875,69
46,14034,17.65625,70
46,128797,17.640625,71
46,174171,17.625,72
46,246319,17.625,73
46,173149,17.609375,74
46,7932,17.609375,75
46,128854,17.609375,76
46,125469,17.609375,77
46,128800,17.59375,78
46,128825,17.578125,79
46,62814,17.578125,80
46,125832,17.5625,81
46,128901,17.546875,82
46,125725,17.546875,83
46,124075,17.546875,84
46,124367,17.53125,85
46,173796,17.53125,86
46,124030,17.53125,87
46,128802,17.515625,88
46,124966,17.515625,89
46,136384,17.515625,90
46,176098,17.515625,91
46,176751,17.5,92
46,125520,17.5,93
46,253108,17.5,94
46,176186,17.5,95
46,174193,17.484375,96
46,175091,17.484375,97
46,176828,17.46875,98
46,124727,17.46875,99
47,173951,18.328125,0
47,173995,18.25,1
47,173576,17.890625,2
47,173600,17.875,3
47,151092,17.65625,4
47,175252,17.578125,5
47,175804,17.53125,6
47,175372,17.390625,7
47,175797,17.328125,8
47,173338,17.265625,9
47,173171,17.25,10
47,176686,17.203125,11
47,173145,17.171875,12
47,175356,17.171875,13
47,175806,17.171875,14
47,173226,17.15625,15
47,175674,17.09375,16
47,175570,17.046875,17
47,175355,17.015625,18
47,54602,16.9375,19
47,175138,16.921875,20
47,174401,16.875,21
47,175216,16.859375,22
47,174299,16.84375,23
47,173851,16.84375,24
47,175405,16.828125,25
47,137284,16.796875,26
47,175497,16.765625,27
47,121749,16.75,28
47,174405,16.75,29
47,175800,16.734375,30
47,173973,16.71875,31
47,173138,16.640625,32
47,211402,16.609375,33
47,174464,16.5625,34
47,136413,16.546875,35
47,175572,16.546875,36
47,173229,16.53125,37
47,55211,16.515625,38
47,174055,16.5,39
47,173443,16.484375,40
47,175542,16.46875,41
47,174416,16.453125,42
47,232597,16.4375,43
47,173413,16.375,44
47,175319,16.375,45
47,139363,16.34375,46
47,175595,16.3125,47
47,116239,16.3125,48
47,176601,16.296875,49
47,139361,16.296875,50
47,130149,16.28125,51
47,173134,16.265625,52
47,135888,16.25,53
47,176669,16.25,54
47,176578,16.25,55
47,173255,16.25,56
47,173211,16.25,57
47,177831,16.21875,58
47,175585,16.203125,59
47,234245,16.171875,60
47,173167,16.171875,61
47,174374,16.15625,62
47,121756,16.125,63
47,177803,16.125,64
47,7932,16.125,65
47,54630,16.109375,66
47,239242,16.109375,67
47,175392,16.078125,68
47,173189,16.078125,69
47,174413,16.0625,70
47,221197,16.015625,71
47,173187,16.0,72
47,177839,15.96875,73
47,122913,15.9375,74
47,54682,15.921875,75
47,176513,15.921875,76
47,173221,15.9140625,77
47,193686,15.8984375,78
47,173722,15.890625,79
47,55209,15.8671875,80
47,176508,15.859375,81
47,173931,15.8515625,82
47,173549,15.8515625,83
47,174171,15.84375,84
47,174231,15.8125,85
47,173538,15.7890625,86
47,54565,15.7890625,87
47,173176,15.7890625,88
47,173169,15.7890625,89
47,173950,15.78125,90
47,176567,15.7734375,91
47,173141,15.7734375,92
47,173212,15.7578125,93
47,173583,15.75,94
47,122923,15.7265625,95
47,175772,15.71875,96
47,175326,15.7109375,97
47,192024,15.6953125,98
47,173215,15.671875,99
48,173840,17.109375,0
48,173952,17.109375,1
48,177824,17.0625,2
48,173793,16.75,3
48,175156,16.28125,4
48,173158,16.15625,5
48,173769,16.0625,6
48,175326,15.9765625,7
48,174394,15.8828125,8
48,173839,15.8671875,9
48,175610,15.8671875,10
48,150183,15.7890625,11
48,176535,15.7578125,12
48,115317,15.71875,13
48,173848,15.6875,14
48,177818,15.5703125,15
48,173443,15.4921875,16
48,125203,15.40625,17
48,175797,15.359375,18
48,177837,15.3203125,19
48,150202,15.3046875,20
48,173600,15.296875,21
48,115626,15.2890625,22
48,232597,15.265625,23
48,173851,15.2265625,24
48,173243,15.1875,25
48,7992,15.1171875,26
48,7932,15.03125,27
48,174055,15.0078125,28
48,176309,14.9453125,29
48,176919,14.9140625,30
48,175241,14.8671875,31
48,175149,14.859375,32
48,175698,14.78125,33
48,173413,14.6875,34
48,173993,14.6875,35
48,173259,14.6796875,36
48,174171,14.671875,37
48,174404,14.6484375,38
48,54602,14.640625,39
48,122436,14.6328125,40
48,176684,14.625,41
48,174187,14.625,42
48,175360,14.625,43
48,173789,14.5859375,44
48,55212,14.546875,45
48,173776,14.5,46
48,175850,14.4375,47
48,135786,14.4296875,48
48,173455,14.328125,49
48,230693,14.3125,50
48,176591,14.234375,51
48,128800,14.2265625,52
48,192801,14.21875,53
48,175447,14.2109375,54
48,128797,14.2109375,55
48,174395,14.15625,56
48,175429,14.1328125,57
48,175439,14.1015625,58
48,122671,14.09375,59
48,51096,14.0859375,60
48,174052,14.078125,61
48,174388,14.0625,62
48,246327,14.0546875,63
48,138102,14.046875,64
48,177853,14.03125,65
48,232795,14.0078125,66
48,176650,13.9921875,67
48,128825,13.96875,68
48,124075,13.96875,69
48,175379,13.9609375,70
48,175162,13.9609375,71
48,124472,13.9453125,72
48,173954,13.9453125,73
48,128854,13.9140625,74
48,176661,13.90625,75
48,174374,13.8828125,76
48,174510,13.8515625,77
48,176523,13.828125,78
48,176663,13.828125,79
48,174212,13.828125,80
48,175446,13.828125,81
48,173307,13.796875,82
48,174515,13.7578125,83
48,173576,13.7421875,84
48,173262,13.734375,85
48,174216,13.7109375,86
48,128802,13.703125,87
48,174504,13.703125,88
48,174487,13.6875,89
48,124367,13.65625,90
48,173936,13.65625,91
48,125832,13.640625,92
48,123470,13.625,93
48,52167,13.609375,94
48,174494,13.609375,95
48,122695,13.6015625,96
48,176714,13.6015625,97
48,229279,13.6015625,98
48,151943,13.5859375,99
49,115626,13.3125,0
49,173151,12.25,1
49,173533,11.828125,2
49,173576,11.21875,3
49,174414,10.984375,4
49,135767,10.9453125,5
49,176684,10.671875,6
49,174175,10.65625,7
49,173771,10.53125,8
49,136192,10.203125,9
49,136543,9.9765625,10
49,136545,9.9765625,11
49,174307,9.9765625,12
49,175305,9.96875,13
49,174339,9.625,14
49,173974,9.5703125,15
49,173839,9.5546875,16
49,136556,9.515625,17
49,136198,9.4375,18
49,192024,9.3359375,19
49,173960,9.28125,20
49,175143,9.265625,21
49,174057,9.0625,22
49,218962,9.046875,23
49,136524,9.03125,24
49,136409,9.03125,25
49,12447,9.0234375,26
49,136396,8.9921875,27
49,175155,8.9140625,28
49,174357,8.84375,29
49,232512,8.75,30
