,qid,docno,score,colbert_score,splade_score,colbert_rank,rank
3781,38,176919,9.177101135253906,16.640625,9.177101135253906,51,81
3782,38,129665,9.077157020568848,16.390625,9.077157020568848,78,82
3783,38,137624,9.065519332885742,16.671875,9.065519332885742,50,83
3784,38,136408,9.040014266967773,16.796875,9.040014266967773,46,84
3785,38,137284,9.028231620788574,16.25,9.028231620788574,95,85
3786,38,177844,9.00291919708252,16.6875,9.00291919708252,49,86
3787,38,176926,9.000155448913574,16.46875,9.000155448913574,68,87
3788,38,129667,8.988921165466309,16.25,8.988921165466309,97,88
3789,38,136524,8.956268310546875,16.34375,8.956268310546875,85,89
3790,38,219170,8.925004959106445,16.625,8.925004959106445,54,90
3791,38,234651,8.910639762878418,16.359375,8.910639762878418,81,91
3792,38,136372,8.90268325805664,16.421875,8.90268325805664,76,92
3793,38,62814,8.901815414428711,16.390625,8.901815414428711,77,93
3794,38,136401,8.84073257446289,16.4375,8.84073257446289,74,94
3795,38,136412,8.80964469909668,16.25,8.80964469909668,99,95
3796,38,136378,8.802485466003418,16.390625,8.802485466003418,79,96
3797,38,136377,8.782581329345703,16.625,8.782581329345703,53,97
3798,38,136413,8.716161727905273,16.515625,8.716161727905273,60,98
3799,38,136376,8.70966625213623,16.515625,8.70966625213623,62,99
3800,39,173235,18.904836654663086,21.84375,18.904836654663086,2,0
3801,39,173533,18.839309692382812,20.703125,18.839309692382812,19,1
3802,39,173851,18.80246925354004,21.59375,18.80246925354004,4,2
3803,39,119477,18.427631378173828,22.078125,18.427631378173828,0,3
3804,39,54564,18.368593215942383,19.8125,18.368593215942383,60,4
3805,39,55211,18.01483917236328,20.15625,18.01483917236328,41,5
3806,39,175250,17.973318099975586,20.984375,17.973318099975586,9,6
3807,39,175163,17.862672805786133,20.3125,17.862672805786133,31,7
3808,39,176591,17.83983612060547,18.84375,17.83983612060547,82,8
3809,39,175727,17.81424903869629,19.84375,17.81424903869629,57,9
3810,39,54592,17.643936157226562,19.671875,17.643936157226562,63,10
3811,39,54632,17.438434600830078,18.640625,17.438434600830078,87,11
3812,39,173236,17.28058433532715,22.03125,17.28058433532715,1,12
3813,39,122913,17.22162628173828,20.296875,17.22162628173828,33,13
3814,39,176484,17.2053165435791,21.453125,17.2053165435791,5,14
3815,39,173151,17.202667236328125,20.921875,17.202667236328125,10,15
3816,39,174413,17.16068458557129,21.140625,17.16068458557129,7,16
3817,39,173165,17.051010131835938,20.890625,17.051010131835938,12,17
3818,39,54635,17.000789642333984,19.5625,17.000789642333984,65,18
3819,39,173931,16.991666793823242,20.578125,16.991666793823242,23,19
3820,39,176590,16.926815032958984,20.484375,16.926815032958984,28,20
3821,39,55205,16.781768798828125,20.578125,16.781768798828125,25,21
3822,39,174491,16.627948760986328,19.859375,16.627948760986328,56,22
3823,39,175662,16.574132919311523,20.890625,16.574132919311523,11,23
3824,39,239242,16.548599243164062,20.3125,16.548599243164062,32,24
3825,39,54562,16.50652313232422,19.828125,16.50652313232422,58,25
3826,39,54618,16.48342514038086,19.375,16.48342514038086,70,26
3827,39,122923,16.282569885253906,20.40625,16.282569885253906,30,27
3828,39,174021,16.222200393676758,20.0,16.222200393676758,49,28
3829,39,56333,16.1871395111084,20.0625,16.1871395111084,45,29
3830,39,123964,16.156675338745117,19.953125,16.156675338745117,51,30
3831,39,173189,16.07588768005371,20.8125,16.07588768005371,16,31
3832,39,173134,16.048290252685547,20.8125,16.048290252685547,15,32
3833,39,173225,16.02142906188965,20.15625,16.02142906188965,40,33
3834,39,253654,15.914424896240234,19.578125,15.914424896240234,64,34
3835,39,54548,15.788691520690918,18.78125,15.788691520690918,84,35
3836,39,174405,15.710698127746582,20.09375,15.710698127746582,43,36
3837,39,175491,15.621891021728516,19.703125,15.621891021728516,62,37
3838,39,55209,15.607819557189941,19.921875,15.607819557189941,53,38
3839,39,173204,15.416833877563477,20.484375,15.416833877563477,29,39
3840,39,174340,15.394317626953125,18.65625,15.394317626953125,86,40
3841,39,173192,15.3877592086792,20.609375,15.3877592086792,22,41
3842,39,174121,15.350164413452148,20.15625,15.350164413452148,42,42
3843,39,175706,15.205424308776855,20.171875,15.205424308776855,38,43
3844,39,173995,15.197371482849121,20.171875,15.197371482849121,37,44
3845,39,174474,15.174938201904297,20.0625,15.174938201904297,46,45
3846,39,177795,15.120283126831055,21.140625,15.120283126831055,8,46
3847,39,174454,15.042013168334961,19.515625,15.042013168334961,66,47
3848,39,173221,14.955687522888184,20.578125,14.955687522888184,26,48
3849,39,173187,14.945612907409668,20.890625,14.945612907409668,13,49
3850,39,173229,14.858960151672363,20.28125,14.858960151672363,34,50
3851,39,173205,14.858086585998535,19.78125,14.858086585998535,61,51
3852,39,173213,14.809438705444336,19.859375,14.809438705444336,55,52
3853,39,173155,14.781288146972656,20.671875,14.781288146972656,20,53
3854,39,173143,14.74533462524414,20.5625,14.74533462524414,27,54
3855,39,173232,14.67558765411377,21.15625,14.67558765411377,6,55
3856,39,174311,14.600932121276855,19.28125,14.600932121276855,73,56
3857,39,175279,14.586896896362305,19.875,14.586896896362305,54,57
3858,39,124520,14.53720760345459,19.25,14.53720760345459,75,58
3859,39,175198,14.53500747680664,20.8125,14.53500747680664,14,59
3860,39,176698,14.519720077514648,20.21875,14.519720077514648,36,60
3861,39,174461,14.454195022583008,20.78125,14.454195022583008,18,61
3862,39,174464,14.45048999786377,21.65625,14.45048999786377,3,62
3863,39,124454,14.315326690673828,20.78125,14.315326690673828,17,63
3864,39,173191,14.252071380615234,19.9375,14.252071380615234,52,64
3865,39,173196,13.932037353515625,19.375,13.932037353515625,69,65
3866,39,218912,13.834502220153809,19.265625,13.834502220153809,74,66
3867,39,175314,13.800134658813477,20.234375,13.800134658813477,35,67
3868,39,55210,13.683126449584961,18.890625,13.683126449584961,80,68
3869,39,173203,13.64220905303955,19.046875,13.64220905303955,76,69
3870,39,173215,13.586640357971191,19.03125,13.586640357971191,78,70
3871,39,173358,13.585172653198242,18.640625,13.585172653198242,89,71
3872,39,173600,13.45679759979248,19.953125,13.45679759979248,50,72
3873,39,136275,13.419346809387207,18.59375,13.419346809387207,90,73
3874,39,218918,13.326940536499023,20.578125,13.326940536499023,24,74
3875,39,174494,13.286615371704102,18.890625,13.286615371704102,81,75
3876,39,173167,13.188685417175293,19.046875,13.188685417175293,77,76
3877,39,173915,13.167498588562012,19.359375,13.167498588562012,71,77
3878,39,175328,13.054948806762695,20.078125,13.054948806762695,44,78
3879,39,174216,13.02896785736084,18.515625,13.02896785736084,92,79
3880,39,174196,12.88980484008789,20.15625,12.88980484008789,39,80
3881,39,175608,12.854195594787598,19.828125,12.854195594787598,59,81
3882,39,175610,12.419838905334473,19.421875,12.419838905334473,68,82
3883,39,173139,12.387557983398438,18.75,12.387557983398438,85,83
3884,39,175797,12.356502532958984,20.65625,12.356502532958984,21,84
3885,39,174055,12.153392791748047,20.046875,12.153392791748047,47,85
3886,39,175243,12.088790893554688,18.8125,12.088790893554688,83,86
3887,39,175743,11.874133110046387,18.296875,11.874133110046387,96,87
3888,39,124472,11.5809326171875,18.1875,11.5809326171875,99,88
3889,39,176924,11.492570877075195,18.4375,11.492570877075195,93,89
3890,39,175595,11.344049453735352,19.46875,11.344049453735352,67,90
3891,39,174212,11.211343765258789,18.203125,11.211343765258789,98,91
3892,39,173149,11.184542655944824,18.265625,11.184542655944824,97,92
3893,39,173211,11.151573181152344,18.640625,11.151573181152344,88,93
3894,39,136082,11.008501052856445,18.296875,11.008501052856445,95,94
3895,39,137284,10.567926406860352,20.015625,10.567926406860352,48,95
3896,39,176682,10.41545581817627,18.390625,10.41545581817627,94,96
3897,39,175542,10.045602798461914,19.328125,10.045602798461914,72,97
3898,39,175216,10.016608238220215,18.9375,10.016608238220215,79,98
3899,39,173907,9.64717960357666,18.5625,9.64717960357666,91,99
3900,40,173235,15.424827575683594,20.09375,15.424827575683594,0,0
3901,40,54576,15.115345001220703,18.84375,15.115345001220703,9,1
3902,40,173145,14.725390434265137,18.4375,14.725390434265137,18,2
3903,40,173166,14.410938262939453,18.703125,14.410938262939453,13,3
3904,40,176698,14.011919021606445,18.9375,14.011919021606445,8,4
3905,40,173236,13.998433113098145,19.609375,13.998433113098145,2,5
3906,40,175713,13.520740509033203,19.546875,13.520740509033203,3,6
3907,40,175149,13.440913200378418,18.125,13.440913200378418,23,7
3908,40,173171,13.436750411987305,18.515625,13.436750411987305,16,8
3909,40,173138,13.279463768005371,19.046875,13.279463768005371,6,9
3910,40,173226,13.154694557189941,18.453125,13.154694557189941,17,10
3911,40,176309,13.071314811706543,19.078125,13.071314811706543,5,11
3912,40,173178,12.921442985534668,19.046875,12.921442985534668,7,12
3913,40,173165,12.902902603149414,19.234375,12.902902603149414,4,13
3914,40,173139,12.712074279785156,19.796875,12.712074279785156,1,14
3915,40,173168,12.444488525390625,18.75,12.444488525390625,12,15
3916,40,175372,11.951507568359375,18.8125,11.951507568359375,10,16
3917,40,177824,11.924933433532715,16.0625,11.924933433532715,95,17
3918,40,173133,11.789666175842285,18.296875,11.789666175842285,21,18
3919,40,173211,11.649410247802734,18.359375,11.649410247802734,20,19
3920,40,173170,11.618657112121582,18.765625,11.618657112121582,11,20
3921,40,54578,11.540436744689941,18.28125,11.540436744689941,22,21
3922,40,124075,11.469888687133789,16.5625,11.469888687133789,71,22
3923,40,175308,11.459102630615234,18.671875,11.459102630615234,15,23
3924,40,173600,11.391996383666992,16.171875,11.391996383666992,91,24
3925,40,125469,11.379026412963867,16.859375,11.379026412963867,52,25
3926,40,175175,11.362038612365723,18.671875,11.362038612365723,14,26
3927,40,124472,11.02034854888916,16.6875,11.02034854888916,66,27
3928,40,63057,11.019857406616211,16.9375,11.019857406616211,35,28
3929,40,124677,10.889033317565918,16.890625,10.889033317565918,44,29
3930,40,253582,10.877693176269531,16.0,10.877693176269531,98,30
3931,40,136082,10.855243682861328,16.671875,10.855243682861328,68,31
3932,40,125817,10.850568771362305,16.90625,10.850568771362305,41,32
3933,40,253108,10.841170310974121,17.125,10.841170310974121,24,33
3934,40,52555,10.827383995056152,18.4375,10.827383995056152,19,34
3935,40,176098,10.82064437866211,17.109375,10.82064437866211,26,35
3936,40,232926,10.805983543395996,16.9375,10.805983543395996,36,36
3937,40,124727,10.765277862548828,16.96875,10.765277862548828,32,37
3938,40,253808,10.760866165161133,16.9375,10.760866165161133,37,38
3939,40,125832,10.741218566894531,17.015625,10.741218566894531,29,39
3940,40,246319,10.735274314880371,16.703125,10.735274314880371,65,40
3941,40,124367,10.733259201049805,17.015625,10.733259201049805,28,41
3942,40,120674,10.716243743896484,16.375,10.716243743896484,78,42
3943,40,176772,10.697819709777832,16.890625,10.697819709777832,43,43
3944,40,124966,10.694864273071289,16.890625,10.694864273071289,45,44
3945,40,175761,10.693089485168457,16.875,10.693089485168457,51,45
3946,40,239959,10.672636032104492,16.0625,10.672636032104492,97,46
3947,40,122030,10.670075416564941,16.890625,10.670075416564941,46,47
3948,40,177214,10.661251068115234,16.734375,10.661251068115234,62,48
3949,40,177235,10.657695770263672,16.8125,10.657695770263672,56,49
3950,40,253797,10.642363548278809,16.84375,10.642363548278809,53,50
3951,40,176751,10.640007019042969,16.890625,10.640007019042969,42,51
3952,40,177003,10.638473510742188,16.921875,10.638473510742188,38,52
3953,40,173986,10.637792587280273,16.078125,10.637792587280273,93,53
3954,40,253810,10.633522033691406,16.796875,10.633522033691406,60,54
3955,40,124030,10.627376556396484,16.921875,10.627376556396484,39,55
3956,40,125762,10.627069473266602,16.96875,10.627069473266602,33,56
3957,40,122695,10.626747131347656,16.96875,10.626747131347656,34,57
3958,40,253809,10.624893188476562,16.8125,10.624893188476562,57,58
3959,40,253185,10.624086380004883,16.78125,10.624086380004883,61,59
3960,40,253127,10.623340606689453,16.875,10.623340606689453,49,60
3961,40,174192,10.622435569763184,16.578125,10.622435569763184,69,61
3962,40,253094,10.611104965209961,16.875,10.611104965209961,50,62
3963,40,125520,10.610946655273438,17.109375,10.610946655273438,25,63
3964,40,253798,10.599855422973633,16.84375,10.599855422973633,54,64
3965,40,133156,10.599254608154297,17.09375,10.599254608154297,27,65
3966,40,176828,10.592387199401855,16.90625,10.592387199401855,40,66
3967,40,253795,10.58644962310791,16.8125,10.58644962310791,58,67
3968,40,125725,10.580421447753906,16.984375,10.580421447753906,30,68
3969,40,233107,10.57438850402832,16.796875,10.57438850402832,59,69
3970,40,176841,10.572619438171387,16.828125,10.572619438171387,55,70
3971,40,174193,10.564046859741211,16.71875,10.564046859741211,64,71
3972,40,175091,10.563148498535156,16.984375,10.563148498535156,31,72
3973,40,221669,10.553451538085938,16.875,10.553451538085938,47,73
3974,40,176803,10.543895721435547,16.875,10.543895721435547,48,74
3975,40,124454,10.46198558807373,16.515625,10.46198558807373,75,75
3976,40,174183,10.291906356811523,16.546875,10.291906356811523,73,76
3977,40,173893,10.220317840576172,16.390625,10.220317840576172,77,77
3978,40,175695,10.063700675964355,16.328125,10.063700675964355,82,78
3979,40,176186,10.010643005371094,16.203125,10.010643005371094,86,79
3980,40,173894,9.954462051391602,16.328125,9.954462051391602,81,80
3981,40,173938,9.950986862182617,16.21875,9.950986862182617,85,81
3982,40,218918,9.77840805053711,16.1875,9.77840805053711,87,82
3983,40,175542,9.772483825683594,16.1875,9.772483825683594,88,83
3984,40,128802,9.722411155700684,16.71875,9.722411155700684,63,84
3985,40,173183,9.560784339904785,16.296875,9.560784339904785,83,85
3986,40,218963,9.546558380126953,16.6875,9.546558380126953,67,86
3987,40,128825,9.51541805267334,16.53125,9.51541805267334,74,87
3988,40,128800,9.491867065429688,16.515625,9.491867065429688,76,88
3989,40,176927,9.474491119384766,16.171875,9.474491119384766,90,89
3990,40,128797,9.459062576293945,16.5625,9.459062576293945,72,90
3991,40,176919,9.435150146484375,16.140625,9.435150146484375,92,91
3992,40,128854,9.39847469329834,16.578125,9.39847469329834,70,92
3993,40,20157,9.354957580566406,16.359375,9.354957580566406,79,93
3994,40,128901,9.334739685058594,16.171875,9.334739685058594,89,94
3995,40,136408,9.30103588104248,16.34375,9.30103588104248,80,95
3996,40,137284,9.29063606262207,16.0625,9.29063606262207,96,96
3997,40,175080,9.247056007385254,16.078125,9.247056007385254,94,97
3998,40,62814,9.176583290100098,16.25,9.176583290100098,84,98
3999,40,175622,8.90701675415039,16.0,8.90701675415039,99,99
4000,41,175707,12.019731521606445,12.3125,12.019731521606445,10,0
4001,41,175729,11.942256927490234,12.125,11.942256927490234,18,1
4002,41,175700,11.773035049438477,12.0859375,11.773035049438477,21,2
4003,41,175675,11.709778785705566,11.875,11.709778785705566,30,3
4004,41,175584,11.64454460144043,12.1640625,11.64454460144043,14,4
4005,41,175598,11.56715202331543,11.984375,11.56715202331543,25,5
4006,41,230575,11.480737686157227,11.921875,11.480737686157227,28,6
4007,41,175679,11.419768333435059,11.4140625,11.419768333435059,72,7
4008,41,176309,11.233376502990723,13.578125,11.233376502990723,0,8
4009,41,175709,11.195383071899414,12.1953125,11.195383071899414,13,9
4010,41,175728,11.170882225036621,11.296875,11.170882225036621,84,10
4011,41,175703,11.12193775177002,11.640625,11.12193775177002,50,11
4012,41,173166,10.931888580322266,12.796875,10.931888580322266,3,12
4013,41,54576,10.873201370239258,12.4609375,10.873201370239258,5,13
4014,41,229279,10.790870666503906,12.0859375,10.790870666503906,22,14
4015,41,239957,10.42814826965332,12.34375,10.42814826965332,7,15
4016,41,230693,10.384908676147461,11.8671875,10.384908676147461,32,16
4017,41,173235,10.130701065063477,12.859375,10.130701065063477,2,17
4018,41,163998,10.048914909362793,11.796875,10.048914909362793,36,18
4019,41,175479,9.936260223388672,13.0,9.936260223388672,1,19
4020,41,174404,9.884082794189453,11.4296875,9.884082794189453,69,20
4021,41,163591,9.830073356628418,11.9453125,9.830073356628418,26,21
4022,41,163596,9.698083877563477,11.5234375,9.698083877563477,60,22
4023,41,176714,9.639904022216797,11.609375,9.639904022216797,53,23
4024,41,230802,9.619380950927734,11.8515625,9.619380950927734,33,24
4025,41,176698,9.617033958435059,11.5625,9.617033958435059,57,25
4026,41,12030,9.56460189819336,12.15625,9.56460189819336,15,26
4027,41,177813,9.415096282958984,11.7265625,9.415096282958984,40,27
4028,41,174388,9.406953811645508,11.515625,9.406953811645508,61,28
4029,41,176525,9.397359848022461,11.7890625,9.397359848022461,37,29
4030,41,175241,9.312286376953125,12.453125,9.312286376953125,6,30
4031,41,175623,9.296218872070312,12.15625,9.296218872070312,16,31
4032,41,70665,9.167078971862793,11.765625,9.167078971862793,38,32
4033,41,173903,9.142779350280762,11.6015625,9.142779350280762,54,33
4034,41,12176,9.10672378540039,11.3984375,9.10672378540039,74,34
4035,41,175221,9.09764289855957,12.7578125,9.09764289855957,4,35
4036,41,193686,9.080440521240234,11.7109375,9.080440521240234,42,36
4037,41,200857,9.065132141113281,11.3984375,9.065132141113281,73,37
4038,41,175704,9.042478561401367,11.515625,9.042478561401367,62,38
4039,41,175242,9.025325775146484,12.015625,9.025325775146484,24,39
4040,41,173145,8.976766586303711,11.296875,8.976766586303711,83,40
4041,41,173236,8.951045036315918,12.3359375,8.951045036315918,8,41
4042,41,229316,8.92023754119873,11.640625,8.92023754119873,48,42
4043,41,175619,8.829680442810059,11.8203125,8.829680442810059,34,43
4044,41,173171,8.79594898223877,11.2578125,8.79594898223877,87,44
4045,41,54578,8.758186340332031,11.921875,8.758186340332031,27,45
4046,41,174401,8.75448989868164,12.1015625,8.75448989868164,20,46
4047,41,192144,8.733541488647461,12.1015625,8.733541488647461,19,47
4048,41,229317,8.731977462768555,11.4921875,8.731977462768555,64,48
4049,41,230724,8.69202709197998,11.3203125,8.69202709197998,81,49
4050,41,173226,8.666031837463379,11.640625,8.666031837463379,47,50
4051,41,175713,8.631611824035645,12.203125,8.631611824035645,11,51
4052,41,173898,8.594764709472656,11.6953125,8.594764709472656,43,52
4053,41,173178,8.550970077514648,11.546875,8.550970077514648,58,53
4054,41,175149,8.45863151550293,12.3125,8.45863151550293,9,54
4055,41,55209,8.425148963928223,11.890625,8.425148963928223,29,55
4056,41,175324,8.415478706359863,11.1875,8.415478706359863,95,56
4057,41,173165,8.30522632598877,11.640625,8.30522632598877,49,57
4058,41,173138,8.269285202026367,11.5078125,8.269285202026367,63,58
4059,41,173763,8.164215087890625,11.203125,8.164215087890625,91,59
4060,41,173139,8.142425537109375,11.765625,8.142425537109375,39,60
4061,41,173842,8.012186050415039,11.6484375,8.012186050415039,46,61
4062,41,175372,7.8698225021362305,12.1953125,7.8698225021362305,12,62
4063,41,173168,7.661586761474609,11.2421875,7.661586761474609,88,63
4064,41,173211,7.511559009552002,11.7109375,7.511559009552002,41,64
4065,41,173170,7.463438510894775,11.140625,7.463438510894775,99,65
4066,41,61386,7.352626800537109,11.46875,7.352626800537109,67,66
4067,41,54621,7.320924758911133,11.3359375,7.320924758911133,78,67
4068,41,173133,7.310146331787109,11.21875,7.310146331787109,89,68
4069,41,54547,7.28409481048584,11.2734375,7.28409481048584,86,69
4070,41,177796,7.273001194000244,12.15625,7.273001194000244,17,70
4071,41,176492,7.220270156860352,12.0390625,7.220270156860352,23,71
4072,41,176680,7.207467555999756,11.4296875,7.207467555999756,70,72
4073,41,52999,7.206743240356445,11.1640625,7.206743240356445,96,73
4074,41,175308,7.130773544311523,11.671875,7.130773544311523,44,74
4075,41,54605,7.110220909118652,11.6328125,7.110220909118652,51,75
4076,41,124075,7.108621120452881,11.4296875,7.108621120452881,71,76
4077,41,174381,6.959661960601807,11.578125,6.959661960601807,56,77
4078,41,174390,6.921578407287598,11.375,6.921578407287598,76,78
4079,41,173952,6.903017520904541,11.5859375,6.903017520904541,55,79
4080,41,175175,6.899914741516113,11.8671875,6.899914741516113,31,80
4081,41,52555,6.884442329406738,11.546875,6.884442329406738,59,81
4082,41,177794,6.7900190353393555,11.328125,6.7900190353393555,79,82
4083,41,124472,6.677663803100586,11.3046875,6.677663803100586,82,83
4084,41,174300,6.63846492767334,11.1953125,6.63846492767334,92,84
4085,41,175418,6.517520427703857,11.15625,6.517520427703857,97,85
4086,41,173992,6.512092113494873,11.34375,6.512092113494873,77,86
4087,41,246319,6.506749629974365,11.1484375,6.506749629974365,98,87
4088,41,176720,6.407250881195068,11.3984375,6.407250881195068,75,88
4089,41,128802,6.344783306121826,11.328125,6.344783306121826,80,89
4090,41,128800,6.338539123535156,11.4921875,6.338539123535156,65,90
4091,41,128797,6.297876358032227,11.484375,6.297876358032227,66,91
4092,41,176919,6.267783164978027,11.796875,6.267783164978027,35,92
4093,41,175806,6.183944225311279,11.2734375,6.183944225311279,85,93
4094,41,128854,6.143792152404785,11.6171875,6.143792152404785,52,94
4095,41,175610,6.078528881072998,11.203125,6.078528881072998,90,95
4096,41,128825,6.071207523345947,11.671875,6.071207523345947,45,96
4097,41,173839,6.058013916015625,11.1953125,6.058013916015625,93,97
4098,41,174259,6.054837703704834,11.1953125,6.054837703704834,94,98
4099,41,175430,5.931790828704834,11.453125,5.931790828704834,68,99
4100,42,54576,15.126472473144531,18.96875,15.126472473144531,8,0
4101,42,173166,14.499072074890137,19.6875,14.499072074890137,2,1
4102,42,173235,14.394023895263672,19.875,14.394023895263672,1,2
4103,42,176309,14.089120864868164,20.140625,14.089120864868164,0,3
4104,42,173145,13.461359977722168,18.75,13.461359977722168,11,4
4105,42,176698,13.246609687805176,18.625,13.246609687805176,16,5
4106,42,173236,13.123019218444824,19.421875,13.123019218444824,3,6
4107,42,173226,12.818930625915527,18.703125,12.818930625915527,13,7
4108,42,175713,12.464933395385742,19.34375,12.464933395385742,4,8
4109,42,176714,12.379891395568848,15.8046875,12.379891395568848,39,9
4110,42,175149,12.286736488342285,18.71875,12.286736488342285,12,10
4111,42,230575,12.244956016540527,15.46875,12.244956016540527,61,11
4112,42,173171,12.199057579040527,18.546875,12.199057579040527,18,12
4113,42,173138,12.15078067779541,18.9375,12.15078067779541,9,13
4114,42,173178,12.126578330993652,19.046875,12.126578330993652,7,14
4115,42,12030,12.115991592407227,15.96875,12.115991592407227,34,15
4116,42,229279,12.099397659301758,16.0,12.099397659301758,33,16
4117,42,173165,12.065973281860352,19.203125,12.065973281860352,6,17
4118,42,230693,11.98216438293457,15.625,11.98216438293457,46,18
4119,42,175479,11.961322784423828,17.03125,11.961322784423828,24,19
4120,42,239957,11.947141647338867,16.109375,11.947141647338867,31,20
4121,42,174388,11.773345947265625,15.6015625,11.773345947265625,48,21
4122,42,173139,11.768729209899902,19.328125,11.768729209899902,5,22
4123,42,163591,11.42508602142334,15.4140625,11.42508602142334,75,23
4124,42,163998,11.403497695922852,15.5,11.403497695922852,58,24
4125,42,175623,11.389995574951172,15.9296875,11.389995574951172,35,25
4126,42,173168,11.388368606567383,18.546875,11.388368606567383,19,26
4127,42,173903,11.356118202209473,16.71875,11.356118202209473,25,27
4128,42,163596,11.355051040649414,15.421875,11.355051040649414,72,28
4129,42,54578,11.350725173950195,18.203125,11.350725173950195,23,29
4130,42,230802,11.282746315002441,15.8203125,11.282746315002441,38,30
4131,42,175241,11.139595031738281,16.296875,11.139595031738281,29,31
4132,42,177813,11.121562957763672,16.28125,11.121562957763672,30,32
4133,42,200857,11.070469856262207,15.3046875,11.070469856262207,96,33
4134,42,176525,11.028022766113281,16.40625,11.028022766113281,27,34
4135,42,175704,10.962265968322754,15.609375,10.962265968322754,47,35
4136,42,174404,10.935928344726562,15.53125,10.935928344726562,54,36
4137,42,70665,10.92929458618164,15.9140625,10.92929458618164,36,37
4138,42,175584,10.914485931396484,15.390625,10.914485931396484,76,38
4139,42,175221,10.91340160369873,15.84375,10.91340160369873,37,39
4140,42,173170,10.911952018737793,18.390625,10.911952018737793,22,40
4141,42,230724,10.903068542480469,15.5234375,10.903068542480469,55,41
4142,42,175372,10.860614776611328,18.78125,10.860614776611328,10,42
4143,42,229316,10.796682357788086,15.7734375,10.796682357788086,41,43
4144,42,175242,10.739645004272461,15.4296875,10.739645004272461,69,44
4145,42,175707,10.6910400390625,15.3828125,10.6910400390625,78,45
4146,42,173763,10.643074989318848,15.3671875,10.643074989318848,81,46
4147,42,175679,10.61583137512207,15.4296875,10.61583137512207,68,47
4148,42,193686,10.607420921325684,15.421875,10.607420921325684,71,48
4149,42,173920,10.595436096191406,15.2890625,10.595436096191406,97,49
4150,42,229317,10.589374542236328,15.5546875,10.589374542236328,52,50
4151,42,173211,10.571161270141602,18.640625,10.571161270141602,15,51
4152,42,175619,10.510440826416016,15.796875,10.510440826416016,40,52
4153,42,173133,10.48740291595459,18.671875,10.48740291595459,14,53
4154,42,175728,10.472661018371582,15.3125,10.472661018371582,92,54
4155,42,175703,10.422699928283691,15.5546875,10.422699928283691,53,55
4156,42,61386,10.193841934204102,15.5625,10.193841934204102,51,56
4157,42,174401,10.182476997375488,15.359375,10.182476997375488,82,57
4158,42,176639,9.926546096801758,15.2890625,9.926546096801758,99,58
4159,42,175175,9.883522987365723,18.546875,9.883522987365723,17,59
4160,42,124075,9.809144973754883,15.34375,9.809144973754883,86,60
4161,42,52555,9.781754493713379,18.5,9.781754493713379,20,61
4162,42,176492,9.744230270385742,16.359375,9.744230270385742,28,62
4163,42,177796,9.670198440551758,16.484375,9.670198440551758,26,63
4164,42,176680,9.58869457244873,15.4375,9.58869457244873,66,64
4165,42,175308,9.430641174316406,18.484375,9.430641174316406,21,65
4166,42,151079,9.417797088623047,15.34375,9.417797088623047,85,66
4167,42,52999,9.388998985290527,15.578125,9.388998985290527,49,67
4168,42,63057,9.33731746673584,15.4609375,9.33731746673584,63,68
4169,42,124472,9.296842575073242,15.390625,9.296842575073242,77,69
4170,42,232926,9.188547134399414,15.328125,9.188547134399414,89,70
4171,42,253808,9.173229217529297,15.4296875,9.173229217529297,70,71
4172,42,253108,9.172361373901367,15.5078125,9.172361373901367,57,72
4173,42,176098,9.16317367553711,15.5,9.16317367553711,60,73
4174,42,124367,9.123710632324219,15.3125,9.123710632324219,93,74
4175,42,176960,9.113306999206543,15.3125,9.113306999206543,91,75
4176,42,54621,9.092815399169922,15.3359375,9.092815399169922,88,76
4177,42,176772,9.080595970153809,15.3828125,9.080595970153809,79,77
4178,42,125762,9.04423999786377,15.3359375,9.04423999786377,87,78
4179,42,122695,9.039436340332031,15.4140625,9.039436340332031,74,79
4180,42,246319,9.033166885375977,15.3515625,9.033166885375977,84,80
4181,42,125520,9.026202201843262,15.6953125,9.026202201843262,43,81
4182,42,133156,8.989089965820312,15.515625,8.989089965820312,56,82
4183,42,175091,8.978387832641602,15.3125,8.978387832641602,94,83
4184,42,233107,8.934732437133789,15.5703125,8.934732437133789,50,84
4185,42,173936,8.892431259155273,15.65625,8.892431259155273,44,85
4186,42,175252,8.828035354614258,15.5,8.828035354614258,59,86
4187,42,174135,8.785101890563965,15.328125,8.785101890563965,90,87
4188,42,54605,8.753342628479004,15.6484375,8.753342628479004,45,88
4189,42,139368,8.696928977966309,15.4375,8.696928977966309,67,89
4190,42,128802,8.509490013122559,15.3671875,8.509490013122559,80,90
4191,42,173839,8.36020565032959,15.3515625,8.36020565032959,83,91
4192,42,176919,8.328685760498047,16.046875,8.328685760498047,32,92
4193,42,174259,8.268407821655273,15.7265625,8.268407821655273,42,93
4194,42,176656,8.233993530273438,15.4140625,8.233993530273438,73,94
4195,42,175080,8.158199310302734,15.3125,8.158199310302734,95,95
4196,42,175430,7.944521427154541,15.2890625,7.944521427154541,98,96
4197,42,175797,7.932292938232422,15.46875,7.932292938232422,62,97
4198,42,128913,7.6937055587768555,15.453125,7.6937055587768555,64,98
4199,42,136413,7.664946556091309,15.453125,7.664946556091309,65,99
4200,43,7932,10.996545791625977,6.30078125,10.996545791625977,69,0
4201,43,7926,9.994443893432617,11.1875,9.994443893432617,0,1
